COD,RUA,REFERENCIA,ABRIGO,LATITUDE,LONGITUDE,ROTA1,ROTA2,ROTA3,ROTA4,ROTA5,ROTA6,ROTA7,ROTA8,ROTA9,ROTA10,ROTA11,ROTA12,ROTA13
001,CAMPOS SALES,70,,-7.221078984439373,-35.874209962785244,333,555,505,003,,,,,,,,,
002,CAMPOS SALES,274,,-7.222693003714085,-35.873241014778614,333,003,505,555,,,,,,,,,
003,FERNANDES VIEIRA,449,,-7.226035036146641,-35.873269010335207,505,550,,,,,,,,,,,
004,FERNANDES VIEIRA,259,,-7.22511101514101,-35.874778004363179,505,550,,,,,,,,,,,
004,BR-230,560,SIM,-7.237944966182113,-35.866168029606342,055,550,955,,,,,,,,,,
007,BR-230,IGREJA PETENCOSTAL,SIM,-7.238891031593084,-35.864332979544997,055,550,955,,,,,,,,,,
008,SAO LUIS,154,,-7.24012803286314,-35.862023010849953,055,550,,,,,,,,,,,
009,JOSELITA BRASILEIRO,137 - OPOSTO,,-7.240329030901194,-35.863694027066231,055,550,,,,,,,,,,,
010,RANULFO GOMES DE ARAUJO,208,,-7.240374041721225,-35.865807021036744,055,550,,,,,,,,,,,
011,BR-230,TERMO-PU - OPOSTO,,-7.243101010099053,-35.85587203502655,955,,,,,,,,,,,,
012,FLORIANO PEIXOTO,OI - TELEMAR,,-7.220379011705510,-35.885555036365900,111,101,004,904,944,202,,,,,,,
013,FLORIANO PEIXOTO,FEIRA CENTRAL,SIM,-7.217510975897310,-35.879532974213300,111,101,,,,,,,,,,,
014,JANUNCIO FERREIRA,CASA CORAL,SIM,-7.215552041307090,-35.879341028630700,111,101,,,,,,,,,,,
015,JANUNCIO FERREIRA,YPIRANGA,SIM,-7.215116014704100,-35.880980025976800,111,101,,,,,,,,,,,
016,JANUNCIO FERREIRA,ESCOLA LIONS,SIM,-7.213431000709530,-35.883446987718300,101,,,,,,,,,,,,
017,VIGOLVINO WANDERLEY,194,,-7.214123010635370,-35.885142982006000,101,,,,,,,,,,,,
018,FRANCISCO AFONSO DE ALBUQUERQUE,98,,-7.208808967843650,-35.887532997876400,101,,,,,,,,,,,,
019,FRANCISCO AFONSO DE ALBUQUERQUE,290,,-7.208434967324130,-35.886304965242700,101,,,,,,,,,,,,
020,CAPITAO ADHEMAR DE PAIVA,180,,-7.20757900737226,-35.884820027276800,101,,,,,,,,,,,,
021,NEWTON ESTILAC LEAL,219,,-7.20712898299098,-35.885549001395700,101,,,,,,,,,,,,
022,ADALTO TRAVASSOS DE MOURA,,SIM,-7.205591993406410,-35.885741030797300,101,,,,,,,,,,,,
023,ADALTO TRAVASSOS DE MOURA,424,,-7.204037988558410,-35.885392008349200,101,,,,,,,,,,,,
024,ADALTO TRAVASSOS DE MOURA,670,,-7.202240992337460,-35.884900996461500,101,,,,,,,,,,,,
025,PRESIDENTE ROOSEVELT,243,,-7.2022720053792,-35.883170971646900,101,,,,,,,,,,,,
026,PRESIDENTE ROOSEVELT,51,,-7.20276796258986,-35.881171971559500,101,,,,,,,,,,,,
027,DR. VASCONCELOS,SUCATA,,-7.199396006762981,-35.879273973405300,101,,,,,,,,,,,,
028,NACOES,ESC ANA AZEVEDO,,-7.196028996258974,-35.879571028053700,101,,,,,,,,,,,,
029,NACOES,,,-7.192379012703896,-35.88071197271340,101,,,,,,,,,,,,
030,REPUBLICA PORTUGUESA,,SIM,-7.187031023204327,-35.881342962384200,101,,,,,,,,,,,,
031,NACOES,,,-7.189367981627584,-35.881206002086400,101,,,,,,,,,,,,
032,NACOES,815,SIM,-7.191322976723313,-35.881049009039900,101,,,,,,,,,,,,
033,NACOES,625,,-7.192832976579666,-35.880666961893400,101,,,,,,,,,,,,
034,NACOES,406,,-7.194216996431351,-35.88068900629870,101,,,,,,,,,,,,
035,NACOES,175,SIM,-7.197465989738703,-35.878526978194700,101,,,,,,,,,,,,
036,MANOEL TAVARES,UPA,SIM,-7.200025990605354,-35.877134995535000,202,101,,,,,,,,,,,
037,APOLONIA AMORIM,593,SIM,-7.205013977363706,-35.875335987657300,101,,,,,,,,,,,,
038,REVERENDO AUGUSTO SANTIAGO,219 - OPOSTO,,-7.206175038591027,-35.876783961430100,101,,,,,,,,,,,,
039,FELIX CAROLINO BARBOSA,454,SIM,-7.209129994735122,-35.877199033275200,101,,,,,,,,,,,,
040,NEWTON ESTILAC LEAL,1133,,-7.209125971421599,-35.87793898768720,101,,,,,,,,,,,,
041,NEWTON ESTILAC LEAL,929,,-7.208754988387227,-35.87931202724570,111,,,,,,,,,,,,
042,ESTELITA CRUZ,615,,-7.210868988186121,-35.880124988034300,101,,,,,,,,,,,,
043,ESTELITA CRUZ,459,,-7.212132979184389,-35.880461018532500,101,,,,,,,,,,,,
044,ANTONIO CAMPOS,213,,-7.212417963892222,-35.881230980157800,101,,,,,,,,,,,,
045,JANUNCIO FERREIRA,SOLON DE LUCENA,SIM,-7.215221961960197,-35.881812013685700,111,101,955,,,,,,,,,,
046,JANUNCIO FERREIRA,JORNAL CORREIO,SIM,-7.21593601629138,-35.87903399951750,111,101,955,,,,,,,,,,
047,PRACA DA BANDEIRA,,SIM,-7.219793032854796,-35.884778033941900,101,111,,,,,,,,,,,
048,MELO LEITAO,PRACINHA,SIM,-7.222824012860656,-35.892817033454700,101,111,222,404,444,004,077,090,092,900,400,922,
049,DOM PEDRO I,480,SIM,-7.226051967591047,-35.892559038475100,111,400,404,077,090,101,902,092,901,911,900,,
050,DOM PEDRO I,MORTUARIA,,-7.227843012660742,-35.893326988443700,900,400,077,090,101,902,092,901,911,900,,,
051,ALMIRANTE BARROSO,MATERIAL DE CONSTRUCAO,SIM,-7.230092966929078,-35.89381598867470,404,400,077,090,101,902,092,901,911,900,,,
052,RIO DE JANEIRO,517,,-7.232735026627779,-35.89394498616450,400,101,,,,,,,,,,,
053,ESPÍRITO SANTO,PRACA,,-7.232666965574026,-35.892649982124500,101,,,,,,,,,,,,
054,ESPÍRITO SANTO,470,,-7.234531017020345,-35.892385030165300,101,,,,,,,,,,,,
055,ESPÍRITO SANTO,606,,-7.235541036352515,-35.892253015190300,101,,,,,,,,,,,,
056,ESPÍRITO SANTO,408,,-7.237419001758099,-35.892035001888800,101,,,,,,,,,,,,
057,ESPÍRITO SANTO,1288,,-7.240888020023704,-35.891612973064100,101,,,,,,,,,,,,
058,APRÍGIO NEPOMUCENO,,,-7.243026997894049,-35.891980016604000,101,245,,,,,,,,,,,
059,APRÍGIO NEPOMUCENO,484,,-7.243195977061987,-35.89349303394550,101,245,,,,,,,,,,,
060,SEVERINO PIMENTEL,ED. CANAA III,,-7.24425402469933,-35.893566962331500,101,245,,,,,,,,,,,
061,PEDRO OTAVIO DE FARIAS LEITE,690,,-7.245036978274584,-35.894018998369500,101,245,,,,,,,,,,,
062,GETULIO CAVALCANTE,1166,,-7.247147038578987,-35.894053028896400,101,245,,,,,,,,,,,
063,GETULIO CAVALCANTE,1626,,-7.248887959867716,-35.893853036686700,101,245,,,,,,,,,,,
064,GETULIO CAVALCANTE,1746,,-7.250136025249958,-35.893724039196900,101,245,,,,,,,,,,,
065,ARIEL DE OLIVEIRA,460,,-7.250385973602533,-35.894585028290700,101,245,,,,,,,,,,,
066,JOSE FIRMINO DA SILVA,54,,-7.251553991809487,-35.894858026877000,101,245,,,,,,,,,,,
067,JOSE FIRMINO DA SILVA,OFICINA,,-7.253425000235438,-35.894650993868700,101,111,,,,,,,,,,,
068,MANOEL ENEAS FIGUEIREDO FILHO,PONTO DE APOIO,SIM,-7.255475968122482,-35.89736002497370,101,111,,,,,,,,,,,
069,MANOEL ENEAS FIGUEIREDO FILHO,RESTAURANTE POPULAR,,-7.256444999948144,-35.896966997534000,101,111,,,,,,,,,,,
070,MANOEL ENEAS FIGUEIREDO FILHO,BAR DO PEBA,SIM,-7.256945986300707,-35.89673800393930,101,111,,,,,,,,,,,
071,MANOEL ENEAS FIGUEIREDO FILHO,OFICINA,,-7.255932027474046,-35.896854009479200,101,111,,,,,,,,,,,
072,JOSE FIRMINO DA SILVA,LAVA JATO,SIM,-7.253455007448793,-35.894529959186900,101,111,,,,,,,,,,,
073,DR. VENTURA,219,,-7.251932015642524,-35.895267985761100,101,245,,,,,,,,,,,
074,MANOEL LEONARDO GOMES,1192 - OPOSTO,,-7.251650970429182,-35.896103996783400,101,245,,,,,,,,,,,
075,MANOEL LEONARDO GOMES,05 - CIPRESA,SIM,-7.250094031915069,-35.896324021741700,101,245,,,,,,,,,,,
076,MANOEL LEONARDO GOMES,913,,-7.247302019968629,-35.896661980077600,101,245,,,,,,,,,,,
077,MANOEL LEONARDO GOMES,667A,,-7.245527990162373,-35.896854009479200,101,245,,,,,,,,,,,
078,MANOEL LEONARDO GOMES,POSTO DE SAUDE,,-7.242315961048007,-35.897224992513600,101,,,,,,,,,,,,
079,MANOEL LEONARDO GOMES,CASA DE ORACAO,,-7.240710994228721,-35.89740201830860,101,,,,,,,,,,,,
080,SEVERINO GALILEU,180,,-7.241852022707462,-35.896681006997800,101,,,,,,,,,,,,
081,SEVERINO GALILEU,360,,-7.243368979543448,-35.896495012566400,101,,,,,,,,,,,,
082,APRÍGIO NEPOMUCENO,LINS ARMARINHO,,-7.243699980899692,-35.897526992484900,101,245,,,,,,,,,,,
083,APRÍGIO NEPOMUCENO,1228,,-7.243817998096347,-35.898828031495200,101,245,,,,,,,,,,,
084,AUGUSTO BORBOREMA,480,,-7.245401004329324,-35.899212006479500,101,,,,,,,,,,,,
085,AUGUSTO BORBOREMA,414,,-7.246979987248778,-35.898938002064800,101,,,,,,,,,,,,
086,FRANCISCO ERNESTO DO REGO,2830,,-7.24747896194458,-35.900427969172500,101,,,,,,,,,,,,
087,ALMIRANTE BARROSO,1599,,-7.242697002366185,-35.901823975145800,111,077,090,900,092,922,901,911,101,,,,
088,ALMIRANTE BARROSO,PANIFICADORA SOUZA,,-7.241251962259412,-35.900853015482400,111,077,090,900,092,922,901,911,101,,,,
089,ALMIRANTE BARROSO,1043,,-7.238950962200761,-35.898878993466400,111,077,090,900,092,922,901,911,101,,,,
090,ALMIRANTE BARROSO,149,,-7.232221970334649,-35.894141960889100,111,400,077,090,901,911,092,902,922,101,,,
091,ALMIRANTE BARROSO,BORBOREMA,SIM,-7.230809032917023,-35.893797967582900,111,400,404,077,101,090,900,901,911,092,902,922,
092,DOM PEDRO I,HOSPITAL,SIM,-7.229017987847328,-35.893403012305400,111,400,404,077,101,090,900,901,911,092,902,922,944
093,DOM PEDRO I,FACULDADE DE COMUNICACAO,SIM,-7.226323038339615,-35.892530037090100,111,400,404,077,101,090,900,901,911,092,902,922,944
094,FLORIANO PEIXOTO,PREFEITURA,SIM,-7.219176962971687,-35.883015990257263,004,404,400,444,,,,,,,,,
095,BR-230,5995,SIM,-7.252281038090587,-35.836570020765066,955,,,,,,,,,,,,
096,BR-230,5725,SIM,-7.250783024355769,-35.840499037876725,955,,,,,,,,,,,,
097,FLORIANO PEIXOTO,PAGUE FACIL,,-7.218267023563385,-35.88107499293983,020,263,300,303,333,,,,,,,,
098,FLORIANO PEIXOTO,REDE COMPRAS,,-7.21808304078877,-35.880768969655037,092,500,505,550,555,055,,,,,,,
099,FLORIANO PEIXOTO,1044,,-7.217688001692295,-35.879819970577955,022,220,222,202,,,,,,,,,
100,FLORIANO PEIXOTO,1054,,-7.217594962567091,-35.879602041095495,901,911,900,090,009,,,,,,,,
101,FLORIANO PEIXOTO,1520,,-7.215876001864672,-35.876044007018209,202,003,,,,,,,,,,,
102,FLORIANO PEIXOTO,1834,,-7.21451997756958,-35.873102964833379,003,,,,,,,,,,,,
103,FLORIANO PEIXOTO,1726 - OPOSTO,,-7.214802028611302,-35.874166963621974,003,,,,,,,,,,,,
104,FLORIANO PEIXOTO,1461,,-7.21587298437953,-35.876393029466271,003,,,,,,,,,,,,
105,FLORIANO PEIXOTO,JUIZADO DO CONSUMIDOR,,-7.219114014878869,-35.883358977735043,903,,,,,,,,,,,,
106,FLORIANO PEIXOTO,DAMAS,SIM,-7.220322014763951,-35.885846978053451,660,066,263,222,,,,,,,,,
107,ANTONIO JOSE RODRIGUES,292 - OPOSTO,,-7.232785988599062,-35.865275021642447,055,,,,,,,,,,,,
108,FLORIANO PEIXOTO,289E,,-7.22042603418231,-35.886013023555279,004,404,444,945,,,,,,,,,
109,FLORIANO PEIXOTO,REAL CLUBE,SIM,-7.223939979448915,-35.893642986193299,220,500,555,066,263,022,660,202,,,,,
110,FLORIANO PEIXOTO,HELENO CABELEREIRO,SIM,-7.226473996415734,-35.899007990956306,066,263,660,222,550,202,022,,,,,,
111,FLORIANO PEIXOTO,1640,,-7.228187005966902,-35.902856038883328,066,263,660,222,550,202,022,,,,,,
112,FLORIANO PEIXOTO,MULTI CAR - OPOSTO,SIM,-7.230028007179499,-35.907143969088793,066,263,660,220,222,,,,,,,,
113,FLORIANO PEIXOTO,2380,SIM,-7.23089100793004,-35.909094018861651,066,263,660,220,222,,,,,,,,
114,FLORIANO PEIXOTO,VERBO DA VIDA - OPOSTO,,-7.233152026310563,-35.914154006168246,220,660,,,,,,,,,,,
115,FLORIANO PEIXOTO,IGREJA EVANGELICA,,-7.234217030927539,-35.916621973738074,220,660,,,,,,,,,,,
116,FLORIANO PEIXOTO,MAXXI ATACADO,SIM,-7.234845003113151,-35.918043041601777,220,660,,,,,,,,,,,
117,FLORIANO PEIXOTO,4060,SIM,-7.23682296462357,-35.922676976770163,220,660,,,,,,,,,,,
118,FLORIANO PEIXOTO,4130,,-7.238340005278587,-35.926131997257471,220,022,,,,,,,,,,,
119,FLORIANO PEIXOTO,BAR SURUBIM - OPOSTO,,-7.238983986899257,-35.92765599489212,220,022,,,,,,,,,,,
120,FLORIANO PEIXOTO,HOSPITAL DE TRAUMA,SIM,-7.240465991199017,-35.931123001500964,220,022,,,,,,,,,,,
121,ANTONIO JOSE RODRIGUES,45,,-7.231111032888293,-35.86670002900064,055,,,,,,,,,,,,
122,FLORIANO PEIXOTO,BAR SURUBIM,,-7.239194037392736,-35.927593968808651,220,022,,,,,,,,,,,
123,FLORIANO PEIXOTO,17,,-7.238525999709964,-35.926066031679511,220,022,,,,,,,,,,,
124,FLORIANO PEIXOTO,08,SIM,-7.237103004008532,-35.922850985080004,022,066,,,,,,,,,,,
125,FLORIANO PEIXOTO,14B,SIM,-7.236501015722752,-35.921370992437005,022,066,,,,,,,,,,,
126,FLORIANO PEIXOTO,MEGA NORDESTE,SIM,-7.235221015289426,-35.918448977172375,022,066,,,,,,,,,,,
127,FLORIANO PEIXOTO,FAVELA DO PAPELAO,,-7.233501970767975,-35.914534041658044,022,066,,,,,,,,,,,
128,FLORIANO PEIXOTO,RHEMA,SIM,-7.232992015779018,-35.913394019007683,022,066,,,,,,,,,,,
129,FLORIANO PEIXOTO,2693,,-7.232174025848508,-35.91156299225986,066,022,,,,,,,,,,,
130,FLORIANO PEIXOTO,PIZZARELLA - OPOSTO,SIM,-7.231200970709324,-35.909317983314395,066,263,022,220,660,202,,,,,,,
131,FLORIANO PEIXOTO,MULTICAR,SIM,-7.230352973565459,-35.907427025958896,066,263,022,220,660,202,,,,,,,
132,FLORIANO PEIXOTO,1819,SIM,-7.22904103808105,-35.90451599098742,066,263,022,220,660,202,055,222,,,,,
133,FLORIANO PEIXOTO,1800,,-7.228791005909443,-35.904309041798115,066,263,660,222,550,202,022,,,,,,
134,DOM BOSCO,LANCHONETE,,-7.227057041600347,-35.870165023952723,055,,,,,,,,,,,,
135,FLORIANO PEIXOTO,1359,,-7.227765982970595,-35.901462966576219,066,263,022,220,660,202,055,222,,,,,
136,FLORIANO PEIXOTO,IGREJA SAO CRISTOVAO,SIM,-7.226698966696858,-35.899073034524918,066,263,022,220,660,202,055,222,,,,,
137,FLORIANO PEIXOTO,APTA - OPOSTO,SIM,-7.225063992664218,-35.895604016259313,066,263,022,220,660,202,055,222,505,550,,,
138,FLORIANO PEIXOTO,845,,-7.2238630335778,-35.893097994849086,066,263,022,220,660,202,055,222,505,550,,,
139,PROFESSOR MIRON,217,,-7.230090033262968,-35.868856022134423,,,,,,,,,,,,,
140,FLORIANO PEIXOTO,PRACA CLEMENTINO PROCOPIO,SIM,-7.21965498290956,-35.88401997461915,055,500,505,550,555,303,333,300,003,,,,
141,ANTONIO VILARIM,344,,-7.241656975820661,-35.872124964371324,550,055,,,,,,,,,,,
142,EUTECIA VITAL RIBEIRO,APAE,SIM,-7.240926995873451,-35.87140697054565,550,055,,,,,,,,,,,
143,FLORIANO PEIXOTO,BOMPRECO,SIM,-7.218091003596783,-35.881127966567874,,,,,,,,,,,,,
144,FLORIANO PEIXOTO,BOMPRECO,SIM,-7.218154035508633,-35.88124799542129,,,,,,,,,,,,,
145,FLORIANO PEIXOTO,ARCA CATEDRAL,SIM,-7.218463998287916,-35.881946040317416,,,,,,,,,,,,,
146,FLORIANO PEIXOTO,ANTIGO PHD,SIM,-7.218560976907611,-35.88219297118485,,,,,,,,,,,,,
147,FLORIANO PEIXOTO,PRACA DA BANDEIRA,SIM,-7.21973704174161,-35.884739980101585,101,111,,,,,,,,,,,
148,CAMPOS SALES,347,,-7.223361963406205,-35.873049991205335,555,,,,,,,,,,,,
149,FLORIANO PEIXOTO,PRACA DA BANDEIRA,SIM,-7.219895962625742,-35.885014990344644,,,,,,,,,,,,,
150,MININISTRO JOSE AMERICO DE ALMEIDA,141,,-7.219708962365985,-35.873210001736879,003,303,055,505,555,,,,,,,,
151,FLORIANO PEIXOTO,DAMAS,SIM,-7.220155969262123,-35.885573979467154,,,,,,,,,,,,,
152,FLORIANO PEIXOTO,JR CABELEREIRO,SIM,-7.220550002530217,-35.88642499409616,303,333,300,003,,,,,,,,,
153,FLORIANO PEIXOTO,1328,,-7.227328028529882,-35.901032974943519,066,263,660,222,550,202,022,,,,,,
154,FLORIANO PEIXOTO,PIZZARELLA,SIM,-7.23104196600616,-35.909395013004541,066,263,660,220,222,,,,,,,,
155,FLORIANO PEIXOTO,ARCA TITAO,SIM,-7.220496023073793,-35.885902969166636,,,,,,,,,,,,,
156,ALMIRANTE BARROSO,303 - OPOSTO,SIM,-7.233568020164967,-35.894907983019948,111,077,090,900,901,911,902,092,,,,,
157,ALMIRANTE BARROSO,470A,,-7.234766967594624,-35.895782969892025,111,077,090,900,901,911,902,092,,,,,
158,ALMIRANTE BARROSO,820,SIM,-7.23725002259016,-35.897753974422812,111,077,090,900,901,911,902,444,922,092,,,
159,ALMIRANTE BARROSO,PANIFICADORA RAINHA DO CRUZEIRO,SIM,-7.238530023023486,-35.898702973499894,111,077,090,900,901,911,902,922,022,,,,
160,ALMIRANTE BARROSO,1408,,-7.241049036383629,-35.900904983282089,111,077,090,900,901,911,902,922,022,,,,
161,ALMIRANTE BARROSO,1716,,-7.243249034509063,-35.902554038912058,111,077,090,900,901,911,902,922,022,,,,
162,ALMIRANTE BARROSO,1908,,-7.244155034422875,-35.904069989919662,092,902,022,245,911,901,077,,,,,,
163,ALMIRANTE BARROSO,2248,,-7.245451966300607,-35.906710037961602,092,902,022,245,901,911,077,,,,,,
164,ALMIRANTE BARROSO,2690,,-7.246160991489887,-35.910662021487951,092,902,022,245,901,911,077,,,,,,
165,FRANCISCO LOPES DE ALMEIDA,242,SIM,-7.246329970657826,-35.912461029365659,092,902,022,245,901,911,202,077,,,,,
166,FRANCISCO LOPES DE ALMEIDA,SAFRA - OPOSTO,SIM,-7.246412029489875,-35.916228024289012,092,902,022,245,222,077,,,,,,,
167,FRANCISCO LOPES DE ALMEIDA,115,,-7.246520994231105,-35.918790036812425,092,902,022,245,222,077,,,,,,,
168,FRANCISCO LOPES DE ALMEIDA,POSTO DE SAUDE,,-7.246964983642101,-35.920892972499132,092,902,022,245,222,077,,,,,,,
169,FRANCISCO LOPES DE ALMEIDA,LAVA JATO,,-7.248755022883415,-35.923209981992841,092,902,022,245,222,,,,,,,,
170,FRANCISCO LOPES DE ALMEIDA,2011 - OPOSTO,,-7.251530019566417,-35.928287990391254,902,092,922,,,,,,,,,,
171,FRANCISCO LOPES DE ALMEIDA,SEST - SENAT,SIM,-7.251605959609151,-35.929371016100049,092,902,922,,,,,,,,,,
172,FRANCISCO LOPES DE ALMEIDA,CIRETRAN,,-7.251734035089612,-35.930613968521357,092,902,922,,,,,,,,,,
173,FRANCISCO LOPES DE ALMEIDA,CIRETRAN - OPOSTO,,-7.251892033964396,-35.930821001529694,092,902,922,,,,,,,,,,
174,FRANCISCO LOPES DE ALMEIDA,1995,,-7.251596990972757,-35.928100990131497,092,922,902,,,,,,,,,,
175,FRANCISCO LOPES DE ALMEIDA,1914,,-7.2511319629848,-35.926867006346583,220,092,902,922,,,,,,,,,
176,FRANCISCO LOPES DE ALMEIDA,699,,-7.249272018671036,-35.92376796528697,220,092,902,922,245,202,,,,,,,
177,FRANCISCO LOPES DE ALMEIDA,09,,-7.248428966850042,-35.922662978991866,220,092,902,922,245,202,077,,,,,,
178,FRANCISCO LOPES DE ALMEIDA,06,SIM,-7.247315011918545,-35.921196984127164,220,092,902,922,245,202,077,,,,,,
179,FRANCISCO LOPES DE ALMEIDA,839,,-7.246625013649464,-35.918934037908912,220,092,902,922,245,202,077,,,,,,
180,FRANCISCO LOPES DE ALMEIDA,SAFRA,SIM,-7.246487969532609,-35.91620497405529,220,092,902,922,245,202,077,,,,,,
181,FRANCISCO LOPES DE ALMEIDA,155,,-7.246485035866499,-35.912779960781336,220,092,902,922,245,202,077,901,911,090,,,
182,ALMIRANTE BARROSO,2591,SIM,-7.246215976774693,-35.910283997654915,077,092,902,922,245,901,911,090,,,,,
183,ALMIRANTE BARROSO,2439,,-7.245979020372033,-35.908733010292053,077,092,902,922,245,901,911,090,,,,,
184,ALMIRANTE BARROSO,A&C,,-7.245272006839514,-35.90584896504879,077,092,902,922,245,901,911,090,,,,,
185,ALMIRANTE BARROSO,1812,,-7.243998041376472,-35.903633963316679,077,092,902,922,245,901,911,090,,,,,
186,JUSCELINO KUBITSCHEK,CRUZEIRO - OPOSTO,,-7.244493998587132,-35.903493985533714,090,900,245,,,,,,,,,,
187,"JUSCELINO KUBITSCHEK,",1295 - OPOSTO,,-7.24685400724411,-35.904769962653518,090,900,245,,,,,,,,,,
188,JUSCELINO KUBITSCHEK,IGREJA VERBO DA VIDA,,-7.248510019853711,-35.905617037788033,090,900,245,,,,,,,,,,
189,JUSCELINO KUBITSCHEK,1800,,-7.250386979430914,-35.906524965539575,090,900,245,,,,,,,,,,
190,JUSCELINO KUBITSCHEK,1856,,-7.251702016219497,-35.907259974628687,090,900,,,,,,,,,,,
191,JUSCELINO KUBITSCHEK,2002,,-7.25327798165381,-35.908068995922804,090,,,,,,,,,,,,
192,JUSCELINO KUBITSCHEK,ASSEMBLEIA DE DEUS - OPOSTO,,-7.255120994523168,-35.909017994999886,090,,,,,,,,,,,,
193,JUSCELINO KUBITSCHEK,2550,,-7.256409041583538,-35.909699024632573,090,,,,,,,,,,,,
194,JUSCELINO KUBITSCHEK,2910,SIM,-7.261050017550588,-35.911888964474201,090,900,,,,,,,,,,,
195,JUSCELINO KUBITSCHEK,2739,,-7.258248031139374,-35.910382987931371,090,900,,,,,,,,,,,
196,JUSCELINO KUBITSCHEK,2175,,-7.253539999946952,-35.907937986776233,090,,,,,,,,,,,,
197,JUSCELINO KUBITSCHEK,1791,SIM,-7.251118971034885,-35.906688999384642,090,900,245,,,,,,,,,,
198,JUSCELINO KUBITSCHEK,1679,,-7.249999986961484,-35.906123975291848,090,900,245,,,,,,,,,,
199,JUSCELINO KUBITSCHEK,1533,,-7.248611021786928,-35.905433977022767,090,900,245,,,,,,,,,,
200,JUSCELINO KUBITSCHEK,1295,,-7.246988033875823,-35.904590003192425,090,900,245,,,,,,,,,,
201,JUSCELINO KUBITSCHEK,830 - OPOSTO,,-7.244883002713323,-35.903491973876953,090,900,245,,,,,,,,,,
202,COSTA E SILVA,897,,-7.237774981185794,-35.902844974771142,444,,,,,,,,,,,,
203,COSTA E SILVA,675,,-7.235800959169865,-35.902761993929744,400,,,,,,,,,,,,
